Row Labels,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,No of seasons,Last 3 mean,Score
PP Ojha,8.25,7.448275862068966,12.1578947368421,9.25,9.085714285714285,9.75,10.6,9.192735610578168,9.192735610578168,9.192735610578168,7,10.807264389421832,9.284358633653099
PV Tambe,9.36036036036036,9.36036036036036,9.36036036036036,9.36036036036036,9.36036036036036,9.36036036036036,8.108108108108109,13.33333333333333,13.0,9.36036036036036,3,8.102102102102103,6.061261261261262
R Ashwin,6.709755648388695,2.0,8.557377049180328,8.093023255813954,7.107692307692307,6.8,8.275862068965518,4.153846153846153,7.4,6.709755648388695,8,13.912132732588383,11.547279639553029
R Bhatia,13.75,6.576923076923078,8.0,8.666666666666666,8.382352941176471,7.674418604651163,10.5,8.924399117627573,8.769230769230768,8.924399117627573,8,11.127323665171362,9.876394199102817
R Dhawan,8.658265139116203,8.658265139116203,8.658265139116203,8.658265139116203,8.658265139116203,9.461538461538462,9.829787234042554,10.0,10.0,8.658265139116203,4,10.447244953627932,7.868346972176759
R McLaren,9.254416368515205,9.254416368515205,10.04651162790698,10.125,9.254416368515205,13.84615384615384,9.254416368515205,9.254416368515205,9.254416368515205,9.254416368515205,3,10.745583631484795,7.6473501788908775
R Ninan,8.5,8.5,8.5,16.0,8.5,8.5,8.5,8.5,8.5,8.5,1,11.5,7.3
R Rampaul,6.063636363636365,6.063636363636365,6.063636363636365,6.063636363636365,6.063636363636365,11.12727272727273,6.063636363636365,6.063636363636365,6.063636363636365,6.063636363636365,1,13.936363636363634,8.76181818181818
R Sathish,13.05,13.05,21.0,6.0,13.05,17.0,13.05,13.05,17.25,13.05,4,5.549999999999999,4.93
R Sharma,8.572184604419103,8.572184604419103,13.82608695652174,5.409836065573771,10.875,8.75,8.572184604419103,8.572184604419103,8.572184604419103,8.572184604419103,4,11.427815395580897,8.456689237348538
R Shukla,7.595238095238096,7.595238095238096,7.595238095238096,7.595238095238096,7.595238095238096,6.857142857142857,13.92857142857143,7.595238095238096,7.595238095238096,7.595238095238096,2,12.404761904761905,8.242857142857144
R Vinay Kumar,12.0,9.523809523809524,10.53191489361702,9.887323943661972,10.44755244755245,9.107913669064748,10.72131147540984,10.98795180722892,8.0,10.020777776034448,9,10.330423472245544,9.798254083347327
RA Jadeja,9.692307692307693,8.307692307692307,9.054346427172515,6.695652173913045,7.62162162162162,8.533333333333333,9.0,10.95,8.742857142857142,12.0,9,9.435714285714285,9.26142857142857
Rashid Khan,4.951612903225806,4.951612903225806,4.951612903225806,4.951612903225806,4.951612903225806,4.951612903225806,4.951612903225806,4.951612903225806,4.951612903225806,8.903225806451612,1,13.731182795698924,8.638709677419353
RD Chahar,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2.0,1,18.333333333333332,11.4
RE van der Merwe,6.712000000000001,8.56,6.712000000000001,6.0,3.0,12.0,6.712000000000001,6.712000000000001,6.712000000000001,6.712000000000001,4,13.288,9.5728
RG More,5.5,5.5,5.5,5.5,5.5,5.5,5.5,10.0,5.5,5.5,1,13.0,8.2
RG Sharma,9.10483870967742,5.419354838709677,12.0,9.10483870967742,16.0,9.10483870967742,9.10483870967742,9.10483870967742,9.10483870967742,9.10483870967742,3,10.89516129032258,7.737096774193549
RJ Harris,7.963338284249069,9.344262295081966,11.20588235294118,8.896551724137932,10.66666666666667,2.666666666666667,7.963338284249069,7.963338284249069,7.963338284249069,7.963338284249069,5,12.036661715750931,9.22199702945056
RJ Peterson,7.0,7.0,7.0,7.0,13.0,7.0,7.0,7.0,7.0,7.0,1,13.0,8.2
RN ten Doeschate,5.64285714285714,5.64285714285714,5.64285714285714,5.64285714285714,10.28571428571428,5.64285714285714,5.64285714285714,5.64285714285714,5.64285714285714,5.64285714285714,1,14.357142857142861,9.014285714285716
RP Singh,10.35294117647059,7.465648854961832,11.38636363636364,7.418181818181818,9.152542372881356,8.22,8.91017401807169,8.91017401807169,10.28571428571428,8.91017401807169,7,10.63131255938078,9.178787535628468
RR Powar,5.222222222222223,5.222222222222223,3.0,10.66666666666667,5.222222222222223,5.222222222222223,5.222222222222223,5.222222222222223,5.222222222222223,5.222222222222223,2,14.777777777777777,9.666666666666666
RR Raje,9.333333333333334,12.0,7.777777777777779,7.777777777777779,7.777777777777779,7.777777777777779,7.777777777777779,7.777777777777779,7.777777777777779,7.777777777777779,2,12.222222222222221,8.133333333333333
RS Bopara,7.444444444444443,7.444444444444443,11.33333333333333,7.444444444444443,7.444444444444443,7.444444444444443,7.444444444444443,9.0,7.444444444444443,7.444444444444443,2,12.037037037037038,8.022222222222222
RS Gavaskar,4.5,4.5,8.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,1,15.5,9.7
RV Gomez,9.0,9.0,9.0,20.0,9.0,5.0,9.0,9.0,9.0,9.0,2,11.0,7.4
S Aravind,7.861854751336805,7.861854751336805,7.861854751336805,9.464788732394366,7.861854751336805,7.861854751336805,7.861854751336805,7.861854751336805,9.29032258064516,9.692307692307693,3,11.05183832523678,7.831102995142068
S Badree,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4.0,1,17.0,10.6
S Gopal,5.0,5.0,5.0,5.0,5.0,5.0,7.0,6.0,5.0,5.0,2,14.666666666666668,9.6
S Kaul,7.619093406593407,7.619093406593407,7.619093406593407,7.619093406593407,7.619093406593407,10.45714285714286,8.769230769230768,7.619093406593407,7.619093406593407,8.25,3,12.170604395604396,8.502362637362637
S Kaushik,7.875,7.875,7.875,7.875,7.875,7.875,7.875,7.875,14.75,7.875,1,9.833333333333334,6.3
S Ladda,9.200000000000001,9.200000000000001,11.6,14.0,9.200000000000001,9.200000000000001,9.200000000000001,9.200000000000001,9.200000000000001,9.200000000000001,2,10.799999999999999,7.279999999999999
S Nadeem,8.25841631104789,8.25841631104789,8.25841631104789,13.0,8.91891891891892,6.5,9.631578947368421,8.25841631104789,6.5,8.25841631104789,5,12.327722459301405,9.396633475580844
S Narwal,10.33333333333333,10.33333333333333,19.66666666666666,10.33333333333333,10.33333333333333,10.33333333333333,10.33333333333333,10.33333333333333,10.33333333333333,10.33333333333333,1,9.66666666666667,6.200000000000001
S Rana,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1,18.0,11.2
S Randiv,5.0,5.0,5.0,9.0,5.0,5.0,5.0,5.0,5.0,5.0,1,15.0,9.4
S Sreesanth,9.142857142857142,19.5,8.5,10.13793103448276,10.419347049164493,10.23529411764706,10.419347049164493,10.419347049164493,10.419347049164493,10.419347049164493,5,9.580652950835507,7.748391770501304
S Tyagi,7.884615384615385,7.884615384615385,14.76923076923077,7.884615384615385,7.884615384615385,7.884615384615385,7.884615384615385,7.884615384615385,7.884615384615385,7.884615384615385,1,12.115384615384617,7.66923076923077
Sachin Baby,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,6.0,3.5,1,15.666666666666668,9.8
Sandeep Sharma,9.767705586519279,9.767705586519279,9.767705586519279,9.767705586519279,9.767705586519279,11.76923076923077,12.53333333333333,9.627906976744185,9.428571428571429,10.24719101123596,5,10.232110194482807,8.139266116689685
SB Bangar,14.25,7.625,7.625,7.625,7.625,7.625,7.625,7.625,7.625,7.625,1,12.375,7.825
SB Jakati,11.37557603686636,7.833333333333334,9.666666666666668,8.129032258064516,9.5,11.37557603686636,25.5,11.37557603686636,13.0,11.37557603686636,6,8.08294930875576,7.249769585253456
SB Joshi,11.14285714285714,6.07142857142857,6.07142857142857,6.07142857142857,6.07142857142857,6.07142857142857,6.07142857142857,6.07142857142857,6.07142857142857,6.07142857142857,1,13.92857142857143,8.757142857142858
SB Styris,10.625,10.0,7.541666666666667,7.541666666666667,7.541666666666667,7.541666666666667,7.541666666666667,7.541666666666667,7.541666666666667,7.541666666666667,2,12.458333333333332,8.275
SB Wagh,5.5625,5.5625,5.5625,10.125,5.5625,5.5625,5.5625,5.5625,5.5625,5.5625,1,14.4375,9.0625
SC Ganguly,8.75,8.75,8.75,8.75,16.5,8.75,8.75,8.75,8.75,8.75,1,11.25,7.15
SD Chitnis,7.714285714285715,4.357142857142858,4.357142857142858,4.357142857142858,4.357142857142858,4.357142857142858,4.357142857142858,4.357142857142858,4.357142857142858,4.357142857142858,1,15.642857142857142,9.785714285714286
SE Bond,5.160714285714286,5.160714285714286,9.321428571428571,5.160714285714286,5.160714285714286,5.160714285714286,5.160714285714286,5.160714285714286,5.160714285714286,5.160714285714286,1,14.839285714285715,9.303571428571429
Shahid Afridi,9.567567567567567,5.283783783783783,5.283783783783783,5.283783783783783,5.283783783783783,5.283783783783783,5.283783783783783,5.283783783783783,5.283783783783783,5.283783783783783,1,14.716216216216218,9.22972972972973
Shakib Al Hasan,8.317129629629628,8.317129629629628,8.317129629629628,7.777777777777778,7.038461538461538,8.317129629629628,9.0,12.46153846153846,8.625,8.317129629629628,5,10.198777302943972,8.119266381766383
Shivam Sharma,7.5555555555555545,7.5555555555555545,7.5555555555555545,7.5555555555555545,7.5555555555555545,7.5555555555555545,8.666666666666666,12.0,7.5555555555555545,7.5555555555555545,2,10.962962962962964,7.377777777777778
Shoaib Ahmed,7.5,14.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,1,12.5,7.9
Shoaib Malik,9.375,5.1875,5.1875,5.1875,5.1875,5.1875,5.1875,5.1875,5.1875,5.1875,1,14.8125,9.2875
SJ Srivastava,6.541666666666667,6.541666666666667,9.0,8.625,6.541666666666667,6.541666666666667,6.541666666666667,6.541666666666667,6.541666666666667,6.541666666666667,2,13.458333333333332,8.875
SK Raina,8.04309221244705,8.516129032258064,7.909090909090908,9.166666666666666,9.0,8.04309221244705,8.666666666666666,8.04309221244705,8.04309221244705,8.04309221244705,5,11.95690778755295,9.17414467253177
SK Trivedi,7.836734693877552,9.08108108108108,9.050847457627118,8.727272727272727,9.304347826086957,9.085714285714285,8.44085686737996,8.44085686737996,8.44085686737996,8.44085686737996,6,11.55914313262004,9.335485879572024
SK Warne,11.67272727272727,8.235294117647058,9.4,5.5,7.7616042780748655,7.7616042780748655,7.7616042780748655,7.7616042780748655,7.7616042780748655,7.7616042780748655,4,12.238395721925134,8.94303743315508
SL Malinga,7.609719824297134,6.136363636363637,6.923076923076922,6.545454545454545,7.207792207792207,7.5,7.738317757009345,8.331210191082802,7.609719824297134,10.10526315789474,8,11.317935608908442,9.990761365345065
SM Boland,4.289473684210526,4.289473684210526,4.289473684210526,4.289473684210526,4.289473684210526,4.289473684210526,4.289473684210526,4.289473684210526,7.578947368421052,4.289473684210526,1,14.614035087719298,9.168421052631578
SM Harwood,5.807692307692305,10.61538461538461,5.807692307692305,5.807692307692305,5.807692307692305,5.807692307692305,5.807692307692305,5.807692307692305,5.807692307692305,5.807692307692305,1,14.192307692307697,8.91538461538462
SM Pollock,8.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,1,15.5,9.7
SMSM Senanayake,4.75,4.75,4.75,4.75,4.75,8.5,4.75,4.75,4.75,4.75,1,15.25,9.55
SN Thakur,5.68918918918919,5.68918918918919,5.68918918918919,5.68918918918919,5.68918918918919,5.68918918918919,5.68918918918919,5.68918918918919,5.68918918918919,10.37837837837838,1,12.747747747747745,8.048648648648648
Sohail Tanvir,6.841121495327103,3.9205607476635516,3.9205607476635516,3.9205607476635516,3.9205607476635516,3.9205607476635516,3.9205607476635516,3.9205607476635516,3.9205607476635516,3.9205607476635516,1,16.07943925233645,10.04766355140187
SP Narine,7.293995045692609,7.293995045692609,7.293995045692609,7.293995045692609,7.025316455696203,6.592105263157895,6.670588235294119,10.76190476190476,8.170212765957446,5.837837837837838,6,11.74334821143332,9.446008926859992
SPD Smith,8.0,8.0,8.0,8.0,15.0,8.0,8.0,8.0,8.0,8.0,1,12.0,7.6
SR Tendulkar,10.0,19.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1,10.0,6.4
SR Watson,8.620689655172413,8.964322529823406,10.4,6.923076923076922,7.565217391304349,8.704225352112676,7.885714285714286,10.13793103448276,10.01351351351351,10.39285714285714,9,9.818566103048864,9.491139661829319
SS Sarkar,3.5,6.0,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,1,16.5,10.3
ST Jayasuriya,7.894736842105264,8.399999999999999,10.0,7.323684210526316,7.323684210526316,7.323684210526316,7.323684210526316,7.323684210526316,7.323684210526316,7.323684210526316,3,12.676315789473684,8.80578947368421
STR Binny,9.322,9.322,9.322,14.0,8.25,9.36,11.0,9.322,9.322,9.322,4,10.678,8.006800000000002
SW Tait,7.927861132680411,7.927861132680411,7.734939759036145,9.230769230769232,7.135135135135135,11.53846153846154,7.927861132680411,7.927861132680411,7.927861132680411,7.927861132680411,4,12.072138867319591,8.843283320391754
T Henderson,5.166666666666667,9.333333333333334,5.166666666666667,5.166666666666667,5.166666666666667,5.166666666666667,5.166666666666667,5.166666666666667,5.166666666666667,5.166666666666667,1,14.833333333333332,9.3
T Natarajan,3.9285714285714284,3.9285714285714284,3.9285714285714284,3.9285714285714284,3.9285714285714284,3.9285714285714284,3.9285714285714284,3.9285714285714284,3.9285714285714284,6.857142857142857,1,15.095238095238095,9.457142857142857
T Shamsi,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,14.0,7.5,1,10.333333333333334,6.6
T Thushara,7.555555555555556,11.0,9.666666666666668,7.555555555555556,7.555555555555556,7.555555555555556,7.555555555555556,7.555555555555556,7.555555555555556,7.555555555555556,2,12.444444444444443,8.266666666666666
TA Boult,9.050675675675675,9.050675675675675,9.050675675675675,9.050675675675675,9.050675675675675,9.050675675675675,9.050675675675675,10.5,12.0,10.7027027027027,3,8.932432432432433,6.559459459459459
Tejas Baroka,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,18.0,1,7.666666666666666,5.0
TG Southee,9.011944196154722,9.011944196154722,9.011944196154722,9.954545454545455,9.011944196154722,9.011944196154722,7.714285714285715,12.21052631578947,9.5,9.692307692307693,5,9.53238866396761,7.719433198380567
TL Suman,8.793650793650793,10.66666666666667,13.71428571428571,8.793650793650793,8.793650793650793,8.793650793650793,8.793650793650793,8.793650793650793,8.793650793650793,8.793650793650793,2,11.206349206349207,7.523809523809524
TM Dilshan,5.982456140350878,5.982456140350878,6.947368421052633,9.0,5.982456140350878,5.982456140350878,5.982456140350878,5.982456140350878,5.982456140350878,5.982456140350878,2,14.017543859649123,9.210526315789474
TM Head,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,9.0,1,13.666666666666668,8.6
TP Sudhindra,7.31818181818182,7.31818181818182,7.31818181818182,7.31818181818182,13.63636363636364,7.31818181818182,7.31818181818182,7.31818181818182,7.31818181818182,7.31818181818182,1,12.68181818181818,8.009090909090908
TS Mills,4.857142857142857,4.857142857142857,4.857142857142857,4.857142857142857,4.857142857142857,4.857142857142857,4.857142857142857,4.857142857142857,4.857142857142857,8.714285714285714,1,13.857142857142858,8.714285714285714
Umar Gul,9.962264150943398,5.481132075471699,5.481132075471699,5.481132075471699,5.481132075471699,5.481132075471699,5.481132075471699,5.481132075471699,5.481132075471699,5.481132075471699,1,14.518867924528301,9.111320754716981
UT Yadav,9.410377289946256,9.410377289946256,7.783783783783783,8.307692307692307,8.275862068965518,10.17567567567568,9.928571428571427,9.5625,11.37931034482759,11.28,8,9.259396551724137,8.755637931034482
V Kohli,9.0,10.461538461538462,3.0,8.307692307692307,28.0,10.461538461538462,10.461538461538462,10.461538461538462,10.461538461538462,10.461538461538462,4,9.538461538461538,7.323076923076923
V Pratap Singh,5.453488372093023,5.453488372093023,5.453488372093023,5.453488372093023,9.906976744186046,5.453488372093023,5.453488372093023,5.453488372093023,5.453488372093023,5.453488372093023,1,14.546511627906977,9.127906976744185
V Sehwag,18.5,8.875,3.0,8.875,11.0,8.875,8.875,8.875,8.875,8.875,3,11.125,7.875
VR Aaron,10.156539888682746,10.156539888682746,10.156539888682746,8.0,12.0,10.156539888682746,10.85714285714286,16.0,10.36363636363636,7.875,6,8.587121212121213,7.552272727272728
VRV Singh,8.673913043478262,7.5,12.85714285714286,8.00776397515528,8.00776397515528,8.00776397515528,8.00776397515528,8.00776397515528,8.00776397515528,8.00776397515528,3,11.99223602484472,8.395341614906831
VS Malik,11.333333333333334,8.0,24.0,11.333333333333334,11.333333333333334,11.333333333333334,11.333333333333334,11.333333333333334,11.333333333333334,11.333333333333334,2,8.666666666666666,6.0
VS Yeligati,13.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1,13.0,8.2
VY Mahesh,7.5,10.375,1.0,10.375,30.0,10.375,10.375,10.375,10.375,10.375,3,9.625,6.975
WA Mota,6.26,11.52,6.26,6.26,6.26,6.26,6.26,6.26,6.26,6.26,1,13.739999999999998,8.644
Washington Sundar,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,6.0,1,15.666666666666668,9.8
WD Parnell,7.581140350877192,7.581140350877192,7.581140350877192,7.125,6.315789473684212,11.83333333333333,8.631578947368421,7.581140350877192,7.581140350877192,7.581140350877192,4,12.418859649122808,9.051315789473685
WPUJC Vaas,14.0,12.92307692307692,8.666666666666666,9.647435897435896,9.647435897435896,9.647435897435896,9.647435897435896,9.647435897435896,9.647435897435896,9.647435897435896,3,10.352564102564104,7.411538461538463
Y Venugopal Rao,7.125,13.25,7.125,7.125,7.125,7.125,7.125,7.125,7.125,7.125,1,12.875,8.125
YA Abdulla,8.205128205128203,10.61538461538461,12.0,8.205128205128203,8.205128205128203,8.205128205128203,8.205128205128203,8.205128205128203,8.205128205128203,8.205128205128203,2,11.794871794871797,7.876923076923079
YK Pathan,16.15384615384615,8.666666666666666,6.0,5.0,10.26007326007326,17.0,10.26007326007326,13.0,10.26007326007326,10.26007326007326,6,8.826617826617827,7.695970695970696
YS Chahal,8.856228956228955,8.856228956228955,8.856228956228955,8.856228956228955,8.856228956228955,13.0,6.0,9.899999999999999,9.681818181818182,9.555555555555555,5,10.287542087542088,8.172525252525253
Yuvraj Singh,4.0,4.0,8.0,9.75,11.333035714285714,11.333035714285714,8.914285714285715,13.0,36.0,11.333035714285714,7,-0.11101190476190581,2.7333928571428565
Z Khan,9.200000000000001,7.945945945945946,8.872340425531915,8.419354838709678,8.7,9.435063872262536,8.8125,9.833333333333332,10.56716417910448,13.0,9,8.866500829187396,8.919900497512439
