Bowler,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,No of seasons,Last 3 mean,Score
R Bhatia,8.28358208955224,6.902255639097743,8.326530612244898,6.587628865979382,7.430340557275541,7.533834586466166,7.422413793103448,9.4,7.182692307692307,7.674418604651163,10,11.914296362552177,11.148577817531306
R Dhawan,6.954489841239626,6.954489841239626,6.954489841239626,6.954489841239626,6.954489841239626,7.263157894736842,7.612244897959183,8.430379746835442,7.466666666666666,6.954489841239626,4,12.382821248419422,9.029692749051653
R McLaren,8.26775066269505,8.26775066269505,7.841860465116279,9.837837837837837,8.26775066269505,12.39130434782609,8.26775066269505,8.26775066269505,8.26775066269505,8.26775066269505,3,11.73224933730495,8.239349602382969
R Ninan,5.916666666666665,5.916666666666665,5.916666666666665,10.83333333333333,5.916666666666665,5.916666666666665,5.916666666666665,5.916666666666665,5.916666666666665,5.916666666666665,1,14.083333333333336,8.850000000000001
R Rampaul,5.006915629322268,5.006915629322268,5.006915629322268,5.006915629322268,5.006915629322268,7.020746887966805,6.0,5.006915629322268,5.006915629322268,5.006915629322268,2,14.993084370677732,9.795850622406638
R Sathish,8.756137021871567,8.756137021871567,9.529411764705882,7.935483870967741,8.756137021871567,13.0,8.756137021871567,8.756137021871567,9.31578947368421,8.756137021871567,4,11.05731216085755,8.23438729651453
R Sharma,7.411932587135183,7.411932587135183,8.095238095238095,5.52317880794702,8.169642857142858,6.850202429149797,10.83333333333333,7.411932587135183,7.411932587135183,7.411932587135183,5,12.588067412864817,9.55284044771889
R Shukla,8.255983974249222,8.255983974249222,8.255983974249222,8.255983974249222,10.10526315789474,9.056603773584907,10.86206896551724,8.255983974249222,8.255983974249222,8.255983974249222,3,11.744016025750778,8.246409615450466
R Tewatia,6.333333333333332,6.333333333333332,6.333333333333332,6.333333333333332,6.333333333333332,6.333333333333332,6.436363636363637,10.33333333333333,6.333333333333332,5.563636363636363,3,12.589898989898991,8.753939393939394
R Vinay Kumar,7.78723404255319,8.231155778894472,8.535211267605634,7.446043165467627,8.46242774566474,8.307692307692307,9.092783505154639,8.399999999999999,6.842105263157895,9.3,10,11.819298245614036,11.091578947368422
RA Jadeja,9.692307692307693,6.5,8.026131963398761,7.057471264367815,7.722222222222221,7.465648854961832,8.060240963855422,7.767441860465116,7.773279352226721,9.222707423580786,9,11.745523787909127,10.647314272745476
RA Shaikh,6.0,11.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,14.0,8.8
RA Tripathi,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,12.0,1,11.666666666666666,7.4
Rashid Khan,3.8658536585365857,3.8658536585365857,3.8658536585365857,3.8658536585365857,3.8658536585365857,3.8658536585365857,3.8658536585365857,3.8658536585365857,3.8658536585365857,6.731707317073171,1,15.178861788617887,9.507317073170732
RD Chahar,4.3478260869565215,4.3478260869565215,4.3478260869565215,4.3478260869565215,4.3478260869565215,4.3478260869565215,4.3478260869565215,4.3478260869565215,4.3478260869565215,7.695652173913043,1,14.536231884057973,9.121739130434785
RE van der Merwe,6.167981621956355,7.55023923444976,6.0,6.197802197802199,5.901639344262295,6.35820895522388,6.167981621956355,6.167981621956355,6.167981621956355,6.167981621956355,5,13.832018378043646,10.299211026826189
RG More,5.60810810810811,5.60810810810811,5.60810810810811,5.60810810810811,5.60810810810811,5.60810810810811,5.60810810810811,10.21621621621622,5.60810810810811,5.60810810810811,1,12.855855855855854,8.113513513513514
RG Sharma,6.24,6.985714285714286,8.016806722689076,12.72,16.0,4.0,8.666666666666666,8.703648459383754,8.703648459383754,8.703648459383754,7,11.296351540616246,9.577810924369748
RJ Harris,6.889961148224347,7.34375,7.353846153846154,8.155932203389831,7.486238532110091,6.0,6.889961148224347,6.889961148224347,6.889961148224347,6.889961148224347,5,13.110038851775652,9.86602331106539
RJ Peterson,4.875,4.875,4.875,4.875,8.75,4.875,4.875,4.875,4.875,4.875,1,15.125,9.475
RN ten Doeschate,6.0476190476190474,6.0476190476190474,6.0476190476190474,6.0,6.857142857142857,8.0,7.0,3.428571428571428,6.0476190476190474,6.0476190476190474,5,14.825396825396826,10.895238095238096
RP Singh,8.473846153846154,6.753926701570681,8.68421052631579,6.974522292993632,7.569230769230769,8.03187250996016,7.810951119239649,7.810951119239649,9.0,7.810951119239649,7,11.792699253840235,9.87561955230414
RR Bhatkal,9.25,9.25,9.25,9.25,17.5,9.25,9.25,9.25,9.25,9.25,1,10.75,6.85
RR Bose,6.5,12.0,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,1,13.5,8.5
RR Powar,7.246753246753246,6.272727272727273,6.791666666666666,9.333333333333334,10.66666666666667,7.551857864357866,7.551857864357866,7.551857864357866,7.551857864357866,7.551857864357866,5,12.448142135642133,9.46888528138528
RR Raje,8.352941176470587,10.28571428571428,6.879551820728288,6.879551820728288,6.879551820728288,6.879551820728288,6.879551820728288,6.879551820728288,6.879551820728288,6.879551820728288,2,13.120448179271712,8.672268907563026
RS Bopara,6.102134146341464,3.75,9.658536585365855,6.102134146341464,6.102134146341464,6.102134146341464,6.102134146341464,8.0,6.102134146341464,6.102134146341464,3,13.265243902439025,9.159146341463416
RS Gavaskar,4.5,4.5,8.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,1,15.5,9.7
RV Gomez,5.08058608058608,5.08058608058608,5.08058608058608,8.241758241758241,5.08058608058608,5.0,5.08058608058608,5.08058608058608,5.08058608058608,5.08058608058608,2,14.91941391941392,9.751648351648353
RW Price,6.0,6.0,6.0,11.0,6.0,6.0,6.0,6.0,6.0,6.0,1,14.0,8.8
S Aravind,8.691965892294839,8.691965892294839,8.691965892294839,7.854166666666666,16.0,8.691965892294839,8.691965892294839,7.199999999999998,7.318681318681319,8.778947368421054,5,12.234123770965876,9.340474262579525
S Badree,6.523213062343,6.523213062343,6.523213062343,6.523213062343,6.523213062343,8.399999999999999,7.103448275862069,6.523213062343,6.523213062343,7.589403973509934,3,13.121389967268023,9.072833980360814
S Dhawan,5.90990990990991,5.90990990990991,5.90990990990991,6.0,9.72972972972973,5.90990990990991,5.90990990990991,5.90990990990991,5.90990990990991,5.90990990990991,2,14.09009009009009,9.254054054054055
S Gopal,6.981297134238309,6.981297134238309,6.981297134238309,6.981297134238309,6.981297134238309,6.981297134238309,7.976470588235295,10.61538461538461,6.333333333333334,6.981297134238309,3,12.02332830568125,8.413996983408751
S Kaul,7.234215588081781,7.234215588081781,7.234215588081781,7.234215588081781,7.234215588081781,7.759398496240602,9.951219512195122,7.234215588081781,7.234215588081781,8.226244343891402,3,12.435108159981677,8.661064895989005
S Kaushik,6.6190278928472805,6.6190278928472805,6.6190278928472805,6.6190278928472805,6.6190278928472805,6.6190278928472805,6.6190278928472805,6.6190278928472805,8.23943661971831,9.617647058823529,2,11.841296142870293,7.904777685722176
S Ladda,8.594260869565218,8.594260869565218,9.391304347826088,10.08,8.594260869565218,9.0,8.594260869565218,8.594260869565218,10.5,8.594260869565218,4,10.770492753623188,8.062295652173912
S Nadeem,7.028101618444128,7.028101618444128,7.028101618444128,7.565217391304349,6.981818181818181,5.932584269662923,8.017021276595745,5.863636363636363,8.373626373626372,6.49090909090909,7,13.09060939060939,10.654365634365636
S Narwal,6.852813852813852,6.852813852813852,11.27272727272727,6.852813852813852,6.852813852813852,7.285714285714285,6.852813852813852,6.852813852813852,6.852813852813852,6.852813852813852,2,13.147186147186147,8.688311688311689
S Rana,4.333333333333333,4.333333333333333,4.333333333333333,3.0,4.333333333333333,4.333333333333333,8.0,4.333333333333333,4.333333333333333,4.333333333333333,2,15.666666666666668,10.2
S Randiv,4.216666666666667,4.216666666666667,4.216666666666667,7.433333333333334,4.216666666666667,4.216666666666667,4.216666666666667,4.216666666666667,4.216666666666667,4.216666666666667,1,15.783333333333333,9.870000000000001
S Sreesanth,8.150602409638555,8.110344827586207,8.953125,6.174757281553398,7.322157860972831,7.544117647058823,7.322157860972831,7.322157860972831,7.322157860972831,7.322157860972831,5,12.67784213902717,9.606705283416302
S Sriram,13.0,13.0,12.0,25.0,13.0,13.0,13.0,13.0,13.0,13.0,2,7.0,5.0
S Tyagi,6.247258225324028,7.271186440677967,9.470588235294118,6.247258225324028,6.247258225324028,6.247258225324028,6.247258225324028,6.247258225324028,6.247258225324028,6.247258225324028,2,13.752741774675972,9.051645064805584
S Vidyut,10.15384615384615,5.576923076923075,5.576923076923075,5.576923076923075,5.576923076923075,5.576923076923075,5.576923076923075,5.576923076923075,5.576923076923075,5.576923076923075,1,14.423076923076923,9.053846153846155
SA Abbott,5.84375,5.84375,5.84375,5.84375,5.84375,5.84375,5.84375,10.6875,5.84375,5.84375,1,12.541666666666668,7.925
SA Yadav,4.5,4.5,4.5,4.5,4.5,4.5,8.0,4.5,4.5,4.5,1,15.5,9.7
Sachin Baby,2.9000000000000004,2.9000000000000004,2.9000000000000004,2.9000000000000004,2.9000000000000004,2.9000000000000004,2.9000000000000004,2.9000000000000004,4.800000000000001,2.9000000000000004,1,16.466666666666665,10.279999999999998
Sandeep Sharma,7.268482337273561,7.268482337273561,7.268482337273561,7.268482337273561,7.268482337273561,7.959183673469387,8.423529411764704,6.92604501607717,7.262135922330098,8.040000000000001,5,12.590606353864242,9.554363812318545
SB Bangar,8.666666666666666,4.833333333333333,4.833333333333333,4.833333333333333,4.833333333333333,4.833333333333333,4.833333333333333,4.833333333333333,4.833333333333333,4.833333333333333,1,15.166666666666668,9.5
SB Jakati,8.490781517767834,7.714285714285715,7.758620689655173,7.53903345724907,8.153225806451612,8.490781517767834,11.18181818181818,8.490781517767834,8.829268292682926,9.75,7,10.97665006318308,9.385990037909847
SB Joshi,8.945454545454545,4.972727272727273,4.972727272727273,4.972727272727273,4.972727272727273,4.972727272727273,4.972727272727273,4.972727272727273,4.972727272727273,4.972727272727273,1,15.027272727272727,9.416363636363636
SB Styris,7.221556886227545,7.836734693877552,7.764572895026275,13.0,7.764572895026275,7.764572895026275,7.764572895026275,7.764572895026275,7.764572895026275,7.764572895026275,3,12.235427104973727,8.541256262984238
SB Wagh,8.568627450980392,8.568627450980392,16.0,7.705882352941178,8.568627450980392,8.568627450980392,8.568627450980392,8.568627450980392,8.568627450980392,8.568627450980392,2,11.431372549019608,7.658823529411765
SC Ganguly,6.545454545454545,8.054794520547945,10.32,7.692246534511973,9.540983606557377,7.692246534511973,7.692246534511973,7.692246534511973,7.692246534511973,7.692246534511973,4,12.307753465488027,8.984652079292816
SD Chitnis,9.789473684210526,5.394736842105263,5.394736842105263,5.394736842105263,5.394736842105263,5.394736842105263,5.394736842105263,5.394736842105263,5.394736842105263,5.394736842105263,1,14.605263157894736,9.163157894736841
SE Bond,4.034031413612565,4.034031413612565,7.068062827225131,4.034031413612565,4.034031413612565,4.034031413612565,4.034031413612565,4.034031413612565,4.034031413612565,4.034031413612565,1,15.965968586387435,9.97958115183246
Shahid Afridi,7.686486486486487,4.3432432432432435,4.3432432432432435,4.3432432432432435,4.3432432432432435,4.3432432432432435,4.3432432432432435,4.3432432432432435,4.3432432432432435,4.3432432432432435,1,15.656756756756756,9.794054054054055
Shakib Al Hasan,7.622311157434763,7.622311157434763,7.622311157434763,6.721518987341772,6.583783783783784,7.622311157434763,6.625407166123779,8.292134831460675,7.800000000000002,11.33333333333333,6,10.858177278401998,8.9149063670412
Shivam Sharma,8.076388888888891,8.076388888888891,8.076388888888891,8.076388888888891,8.076388888888891,8.076388888888891,7.5625,14.66666666666667,8.076388888888891,8.076388888888891,2,9.72685185185185,6.63611111111111
Shoaib Ahmed,4.985436893203883,8.970873786407767,4.985436893203883,4.985436893203883,4.985436893203883,4.985436893203883,4.985436893203883,4.985436893203883,4.985436893203883,4.985436893203883,1,15.014563106796118,9.40873786407767
Shoaib Akhtar,7.043478260869566,4.021739130434783,4.021739130434783,4.021739130434783,4.021739130434783,4.021739130434783,4.021739130434783,4.021739130434783,4.021739130434783,4.021739130434783,1,15.978260869565217,9.98695652173913
Shoaib Malik,9.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,15.0,9.4
SJ Srivastava,6.476182116104869,6.476182116104869,8.662921348314608,8.765625,6.476182116104869,6.476182116104869,6.476182116104869,6.476182116104869,6.476182116104869,6.476182116104869,2,13.52381788389513,8.914290730337077
SK Raina,9.0,6.071856287425151,7.387755102040817,7.248554913294797,7.482352941176471,11.5,7.431192660550457,7.23076923076923,8.262295081967213,8.5,10,12.00231189575452,11.201387137452713
SK Trivedi,8.14,7.414634146341465,7.321100917431193,8.223214285714285,7.166666666666666,6.929347826086957,7.313566263177224,7.313566263177224,7.313566263177224,7.313566263177224,6,12.686433736822774,10.011860242093665
SK Warne,7.692789968652037,7.073482428115017,7.652459016393442,6.251748251748253,6.534095932981749,6.534095932981749,6.534095932981749,6.534095932981749,6.534095932981749,6.534095932981749,4,13.46590406701825,9.67954244021095
SL Malinga,6.91570572278703,6.147239263803681,6.967741935483872,5.939546599496222,6.068376068376068,7.223880597014926,6.592592592592593,7.19047619047619,6.91570572278703,8.11149825783972,8,12.594106609632352,10.756463965779412
SM Boland,4.406976744186046,4.406976744186046,4.406976744186046,4.406976744186046,4.406976744186046,4.406976744186046,4.406976744186046,4.406976744186046,7.813953488372094,4.406976744186046,1,14.45736434108527,9.074418604651163
SM Harwood,3.813432835820896,6.626865671641792,3.813432835820896,3.813432835820896,3.813432835820896,3.813432835820896,3.813432835820896,3.813432835820896,3.813432835820896,3.813432835820896,1,16.186567164179102,10.111940298507461
SM Pollock,6.578571428571429,3.7892857142857146,3.7892857142857146,3.7892857142857146,3.7892857142857146,3.7892857142857146,3.7892857142857146,3.7892857142857146,3.7892857142857146,3.7892857142857146,1,16.210714285714285,10.126428571428571
SMSM Senanayake,3.7461538461538466,3.7461538461538466,3.7461538461538466,3.7461538461538466,3.7461538461538466,6.492307692307693,3.7461538461538466,3.7461538461538466,3.7461538461538466,3.7461538461538466,1,16.253846153846155,10.152307692307692
SN Thakur,7.236122733612273,7.236122733612273,7.236122733612273,7.236122733612273,7.236122733612273,7.236122733612273,7.236122733612273,11.7,7.236122733612273,8.00836820083682,2,11.018503021850302,7.411101813110181
Sohail Tanvir,6.226415094339623,3.6132075471698113,3.6132075471698113,3.6132075471698113,3.6132075471698113,3.6132075471698113,3.6132075471698113,3.6132075471698113,3.6132075471698113,3.6132075471698113,1,16.38679245283019,10.232075471698113
SP Narine,6.4462176022391215,6.4462176022391215,6.4462176022391215,6.4462176022391215,5.579831932773109,5.472868217054264,6.612244897959183,7.530612244897959,7.099236641221375,6.828729281767955,6,12.847140610704237,10.108284366422541
SPD Smith,8.0,8.0,8.0,8.0,15.0,8.0,8.0,8.0,8.0,8.0,1,12.0,7.6
SR Tendulkar,5.283783783783783,9.567567567567567,5.283783783783783,5.283783783783783,5.283783783783783,5.283783783783783,5.283783783783783,5.283783783783783,5.283783783783783,5.283783783783783,1,14.716216216216218,9.22972972972973
SR Watson,6.88953488372093,7.797711171432252,7.985611510791366,6.584070796460177,6.875,7.4765625,7.567164179104477,8.487046632124352,8.166666666666668,8.945454545454545,9,11.466944051918146,10.480166431150888
SS Agarwal,5.75,5.75,5.75,5.75,5.75,5.75,5.75,5.75,5.75,10.5,1,12.666666666666668,8.0
SS Mundhe,3.071428571428571,3.071428571428571,3.071428571428571,5.142857142857142,3.071428571428571,3.071428571428571,3.071428571428571,3.071428571428571,3.071428571428571,3.071428571428571,1,16.92857142857143,10.557142857142859
SS Sarkar,4.58,8.16,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,1,15.42,9.652
ST Jayasuriya,7.700787401574803,8.319327731092436,7.418181818181818,6.609574237712264,6.609574237712264,6.609574237712264,6.609574237712264,6.609574237712264,6.609574237712264,6.609574237712264,3,13.390425762287737,9.234255457372644
STR Binny,8.021660220441639,8.021660220441639,9.0,10.56,7.800000000000002,6.563758389261745,7.222222222222222,7.210084033613446,7.730769230769232,8.108108108108109,8,12.317012875836404,10.590207725501843
Sunny Gupta,7.921052631578945,7.921052631578945,7.921052631578945,7.921052631578945,14.84210526315789,7.921052631578945,7.921052631578945,7.921052631578945,7.921052631578945,7.921052631578945,1,12.078947368421055,7.647368421052633
SW Tait,6.958451494315296,6.958451494315296,8.019512195121951,8.058823529411764,5.885350318471337,8.82857142857143,6.958451494315296,6.958451494315296,6.958451494315296,6.958451494315296,4,13.041548505684705,9.424929103410824
Swapnil Singh,6.726098191214471,6.726098191214471,6.726098191214471,6.726098191214471,6.726098191214471,6.726098191214471,6.726098191214471,6.726098191214471,9.666666666666668,8.511627906976745,2,11.698535745047371,7.819121447028422
T Henderson,3.916666666666666,6.833333333333332,3.916666666666666,3.916666666666666,3.916666666666666,3.916666666666666,3.916666666666666,3.916666666666666,3.916666666666666,3.916666666666666,1,16.083333333333336,10.05
T Natarajan,4.7439024390243905,4.7439024390243905,4.7439024390243905,4.7439024390243905,4.7439024390243905,4.7439024390243905,4.7439024390243905,4.7439024390243905,4.7439024390243905,8.487804878048781,1,14.008130081300813,8.804878048780488
T Shamsi,5.21875,5.21875,5.21875,5.21875,5.21875,5.21875,5.21875,5.21875,9.4375,5.21875,1,13.375,8.425
T Thushara,5.298156028368795,7.32,6.574468085106384,5.298156028368795,5.298156028368795,5.298156028368795,5.298156028368795,5.298156028368795,5.298156028368795,5.298156028368795,2,14.701843971631206,9.621106382978724
TA Boult,7.230662983425415,7.230662983425415,7.230662983425415,7.230662983425415,7.230662983425415,7.230662983425415,7.230662983425415,7.922651933701659,9.0,9.0,3,11.359116022099448,8.015469613259668
Tejas Baroka,5.214285714285714,5.214285714285714,5.214285714285714,5.214285714285714,5.214285714285714,5.214285714285714,5.214285714285714,5.214285714285714,5.214285714285714,9.428571428571429,1,13.38095238095238,8.428571428571427
TG Southee,7.644167056239049,7.644167056239049,7.644167056239049,8.42016806722689,7.644167056239049,7.644167056239049,7.428571428571429,8.742857142857142,7.455223880597016,8.818181818181818,5,11.661245719454675,8.996747431672805
TL Suman,7.706227106227106,7.12087912087912,11.07692307692308,8.333333333333332,7.706227106227106,8.0,7.706227106227106,7.706227106227106,7.706227106227106,7.706227106227106,4,12.293772893772893,8.976263736263736
TM Dilshan,3.0,6.1875,8.571428571428571,8.756756756756756,10.63636363636364,10.0,7.593149852078424,7.593149852078424,7.593149852078424,7.593149852078424,6,12.406850147921578,9.844110088752947
TM Head,5.5625,5.5625,5.5625,5.5625,5.5625,5.5625,5.5625,5.5625,5.5625,10.125,1,12.916666666666668,8.15
TP Sudhindra,6.054054054054055,6.054054054054055,6.054054054054055,6.054054054054055,11.10810810810811,6.054054054054055,6.054054054054055,6.054054054054055,6.054054054054055,6.054054054054055,1,13.945945945945944,8.767567567567566
TS Mills,4.743243243243243,4.743243243243243,4.743243243243243,4.743243243243243,4.743243243243243,4.743243243243243,4.743243243243243,4.743243243243243,4.743243243243243,8.486486486486486,1,14.00900900900901,8.805405405405406
Umar Gul,7.764705882352942,4.382352941176471,4.382352941176471,4.382352941176471,4.382352941176471,4.382352941176471,4.382352941176471,4.382352941176471,4.382352941176471,4.382352941176471,1,15.617647058823529,9.770588235294117
UT Yadav,8.328616695298287,8.328616695298287,7.578947368421052,9.132743362831858,7.190600522193212,8.666666666666666,8.07773851590106,8.729323308270676,9.05521472392638,8.526315789473685,8,11.22971539277642,9.937829235665852
V Kohli,7.591836734693878,7.076923076923078,9.272727272727273,7.924528301886792,16.33333333333334,8.800486771763726,8.800486771763726,5.454545454545454,9.75,8.800486771763726,7,11.998322591230274,9.998993554738163
V Pratap Singh,4.765402843601896,4.765402843601896,4.765402843601896,4.765402843601896,8.530805687203792,4.765402843601896,4.765402843601896,4.765402843601896,4.765402843601896,4.765402843601896,1,15.234597156398104,9.540758293838863
V Sehwag,12.0,21.42857142857143,4.058823529411764,10.456232492997199,11.25,9.0,10.456232492997199,10.456232492997199,10.456232492997199,10.456232492997199,5,9.543767507002801,7.726260504201681
V Shankar,10.0,10.0,10.0,10.0,10.0,10.0,19.0,10.0,10.0,10.0,1,10.0,6.4
VR Aaron,7.9007447758615905,7.9007447758615905,7.9007447758615905,6.467532467532468,8.71875,7.9007447758615905,7.789915966386554,9.557522123893806,8.864516129032259,7.906976744186046,6,11.223661667629296,9.134197000577577
VRV Singh,8.614864864864865,9.222222222222221,11.71428571428571,8.137843200343198,8.137843200343198,8.137843200343198,8.137843200343198,8.137843200343198,8.137843200343198,8.137843200343198,3,11.862156799656802,8.317294079794081
VS Malik,7.279662864274786,8.108108108108109,8.608695652173912,7.0,7.279662864274786,5.80327868852459,9.157894736842106,7.279662864274786,7.279662864274786,7.279662864274786,5,12.720337135725213,9.632202281435127
VS Yeligati,11.4375,6.21875,6.21875,6.21875,6.21875,6.21875,6.21875,6.21875,6.21875,6.21875,1,13.78125,8.66875
VY Mahesh,8.571428571428571,11.53846153846154,7.263157894736842,7.907396486171292,8.163934426229508,7.907396486171292,7.907396486171292,7.907396486171292,7.907396486171292,7.907396486171292,4,12.09260351382871,8.855562108297226
WA Mota,10.8,6.763636363636364,6.521212121212121,6.521212121212121,6.521212121212121,6.521212121212121,6.521212121212121,6.521212121212121,6.521212121212121,6.521212121212121,2,13.47878787878788,8.887272727272727
Washington Sundar,3.615384615384616,3.615384615384616,3.615384615384616,3.615384615384616,3.615384615384616,3.615384615384616,3.615384615384616,3.615384615384616,3.615384615384616,6.230769230769232,1,15.512820512820511,9.707692307692307
WD Parnell,6.704058817871837,6.704058817871837,6.704058817871837,7.23913043478261,6.138461538461539,8.721649484536082,7.421052631578948,6.704058817871837,6.704058817871837,6.704058817871837,4,13.295941182128164,9.5775647092769
WPUJC Vaas,8.504854368932039,8.192307692307693,6.631578947368421,6.582185252152038,6.582185252152038,6.582185252152038,6.582185252152038,6.582185252152038,6.582185252152038,6.582185252152038,3,13.417814747847963,9.250688848708778
Y Gnaneswara Rao,4.0,4.0,4.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,1,16.0,10.0
Y Nagar,8.59181210945917,9.230769230769232,9.333333333333334,11.82352941176471,8.571428571428571,8.59181210945917,8.59181210945917,8.59181210945917,8.59181210945917,8.59181210945917,4,11.40818789054083,8.444912734324499
Y Venugopal Rao,9.340909090909092,8.021739130434781,10.0,13.0,13.0,9.623235460191982,8.0,9.623235460191982,9.623235460191982,9.623235460191982,6,10.376764539808018,8.62605872388481
YA Abdulla,6.568253968253969,8.133333333333333,9.571428571428573,6.568253968253969,6.568253968253969,6.568253968253969,6.568253968253969,6.568253968253969,6.568253968253969,6.568253968253969,2,13.43174603174603,8.859047619047619
YK Pathan,8.223529411764705,6.733031674208145,7.121495327102805,6.074688796680498,8.05839416058394,8.072727272727272,10.0,10.0,5.210526315789474,10.25,10,11.513157894736842,10.907894736842106
YS Chahal,7.552924529097386,7.552924529097386,7.552924529097386,7.552924529097386,7.552924529097386,8.75,7.00900900900901,8.819787985865725,7.967532467532468,7.771217712177121,5,11.813820611474895,9.088292366884938
Yuvraj Singh,9.107142857142858,7.041322314049587,6.690647482014387,6.617142857142857,8.13914571508145,6.857142857142857,8.185714285714287,8.181818181818182,8.210526315789474,11.5,9,10.702551834130782,10.02153110047847
Z Khan,8.58139534883721,6.545454545454545,7.891525423728814,7.4798927613941,7.589189189189189,7.421052631578948,6.782608695652174,6.15483870967742,7.549815498154983,7.878048780487804,10,12.805765670559932,11.68345940233596
